I,Qc,Qd,T,V,t,Battery_ID
0.02461953636363636,0.9145214,5.6407462e-08,31.06496,3.6000209,30.11524833333339,b2c11.pkl_cycle_456
0.02461953636363636,0.9145214,5.6407462e-08,31.009956,3.6000209,30.115250000000135,b2c11.pkl_cycle_456
0.02462473818181818,0.91455895,5.6407462e-08,31.009956,3.5998921,30.19856833333324,b2c11.pkl_cycle_456
0.02462473818181818,0.91455895,5.6407462e-08,30.998423,3.5998921,30.198569999999986,b2c11.pkl_cycle_456
0.02459352636363636,0.91459656,5.6407462e-08,30.998423,3.5998015,30.28192833333354,b2c11.pkl_cycle_456
0.02459352636363636,0.91459656,5.6407462e-08,31.040186,3.5998015,30.2819299999998,b2c11.pkl_cycle_456
0.02969741818181818,0.91464061,5.6407462e-08,31.040186,3.6002154,30.365246666666643,b2c11.pkl_cycle_456
0.02969741818181818,0.91464061,5.6407462e-08,31.034946,3.6002154,30.36524833333339,b2c11.pkl_cycle_456
0.019955201818181816,0.91466516,5.6407462e-08,31.034946,3.5998864,30.416976666666837,b2c11.pkl_cycle_456
0.019955201818181816,0.91466516,5.6407462e-08,30.967131,3.5998864,30.4169783333331,b2c11.pkl_cycle_456
-0.4402351363636363,0.91466528,3.9099814e-06,30.967131,3.5885787,30.418791666666706,b2c11.pkl_cycle_456
-0.8802058454545454,0.91466528,3.9099814e-06,30.967131,3.5766549,30.419981666666477,b2c11.pkl_cycle_456
-1.240283818181818,0.91466528,3.9099814e-06,30.967131,3.5664363,30.420994999999916,b2c11.pkl_cycle_456
-1.640446818181818,0.91466528,3.9099814e-06,30.967131,3.5544858,30.42200833333336,b2c11.pkl_cycle_456
-1.9602684545454545,0.91466528,3.9099814e-06,30.967131,3.5444283,30.42286166666648,b2c11.pkl_cycle_456
-2.2805335454545452,0.91466528,3.9099814e-06,30.967131,3.534183,30.423728333333564,b2c11.pkl_cycle_456
-2.6404202727272725,0.91466528,3.9099814e-06,30.967131,3.5224071,30.424725000000034,b2c11.pkl_cycle_456
-2.9599371818181814,0.91466528,3.9099814e-06,30.967131,3.5116191,30.4255733333334,b2c11.pkl_cycle_456
-3.2803942727272726,0.91466528,3.9099814e-06,30.967131,3.5003753,30.426394999999804,b2c11.pkl_cycle_456
-3.6006242727272726,0.91466528,0.00031807326,30.967131,3.4890656,30.42729333333312,b2c11.pkl_cycle_456
-3.9206309999999998,0.91466528,0.00031807326,30.967131,3.4776597,30.42811500000001,b2c11.pkl_cycle_456
-3.9606055454545452,0.91466528,0.00031807326,30.967131,3.4673848,30.430098333333444,b2c11.pkl_cycle_456
-4.000542818181818,0.91466528,0.00031807326,30.967131,3.4570384,30.43268666666651,b2c11.pkl_cycle_456
-4.000657272727272,0.91466528,0.00031807326,30.967131,3.447022,30.435659999999917,b2c11.pkl_cycle_456
-4.000667636363636,0.91466528,0.00031807326,30.967131,3.4368901,30.43928333333315,b2c11.pkl_cycle_456
-4.000712272727273,0.91466528,0.00031807326,30.967131,3.4262967,30.443381666666635,b2c11.pkl_cycle_456
-4.000787272727272,0.91466528,0.0018260294,30.967131,3.4161506,30.447953333333135,b2c11.pkl_cycle_456
-4.0003672727272725,0.91466528,0.0018260294,30.967131,3.4058814,30.453180000000188,b2c11.pkl_cycle_456
-4.0005631818181815,0.91466528,0.0018260294,30.990101,3.3956065,30.4590883333333,b2c11.pkl_cycle_456
-4.000253272727273,0.91466528,0.0030944888,30.990101,3.38557,30.465296666666593,b2c11.pkl_cycle_456
-4.000143181818181,0.91466528,0.0030944888,30.990101,3.3754458,30.472309999999805,b2c11.pkl_cycle_456
-4.000429636363636,0.91466528,0.004191936,30.990101,3.365438,30.480166666666626,b2c11.pkl_cycle_456
-4.000472181818182,0.91466528,0.004191936,30.990101,3.3553157,30.48868833333351,b2c11.pkl_cycle_456
-4.000227636363636,0.91466528,0.0055161249,30.990101,3.3449931,30.49832666666674,b2c11.pkl_cycle_456
-3.9997113636363633,0.91466528,0.0055161249,31.020838,3.334887,30.508604999999807,b2c11.pkl_cycle_456
-4.000203363636363,0.91466528,0.0071062515,31.020838,3.3245416,30.520006666666692,b2c11.pkl_cycle_456
-4.000284909090909,0.91466528,0.0080474224,31.020838,3.314405,30.532773333333413,b2c11.pkl_cycle_456
-4.000157,0.91466528,0.0090274652,31.020838,3.3042932,30.54615166666675,b2c11.pkl_cycle_456
-4.000350363636364,0.91466528,0.010091969,31.020838,3.2942624,30.56069833333313,b2c11.pkl_cycle_456
-4.000350363636364,0.91466528,0.010091969,31.025356,3.2942624,30.560699999999876,b2c11.pkl_cycle_456
-4.000097636363636,0.91466528,0.010091969,31.025356,3.2841697,30.576894999999787,b2c11.pkl_cycle_456
-4.000160909090909,0.91466528,0.012545883,31.025356,3.2740741,30.59418000000005,b2c11.pkl_cycle_456
-4.0001513636363635,0.91466528,0.013963436,31.021734,3.2640243,30.61346,b2c11.pkl_cycle_456
-4.0000373636363635,0.91466528,0.015524479,31.021734,3.2539382,30.63468500000017,b2c11.pkl_cycle_456
-3.999873545454545,0.91466528,0.017231833,31.021734,3.2438731,30.658020000000153,b2c11.pkl_cycle_456
-3.999873545454545,0.91466528,0.017231833,30.990992,3.2438731,30.6580216666669,b2c11.pkl_cycle_456
-4.000020454545455,0.91466528,0.019138051,30.990992,3.233851,30.683966666666674,b2c11.pkl_cycle_456
-3.9996710909090907,0.91466528,0.021275988,30.990992,3.2238021,30.713220000000245,b2c11.pkl_cycle_456
-3.9996710909090907,0.91466528,0.021275988,31.064041,3.2238021,30.713221666666506,b2c11.pkl_cycle_456
-4.000062545454544,0.91466528,0.023705373,31.035461,3.2137961,30.74635500000004,b2c11.pkl_cycle_456
-3.9999471818181815,0.91466528,0.026541622,31.035461,3.2037768,30.78491166666645,b2c11.pkl_cycle_456
-3.9999632727272725,0.91466528,0.029881865,31.035461,3.1937432,30.830525000000005,b2c11.pkl_cycle_456
-3.9999632727272725,0.91466528,0.029881865,31.068935,3.1937432,30.83052666666675,b2c11.pkl_cycle_456
-4.000163090909091,0.91466528,0.033933561,31.108534,3.1837249,30.885709999999865,b2c11.pkl_cycle_456
-3.9998743636363634,0.91466528,0.038957793,31.108534,3.173656,30.954339999999988,b2c11.pkl_cycle_456
-3.9998743636363634,0.91466528,0.038957793,31.11829,3.173656,30.954341666666732,b2c11.pkl_cycle_456
-3.9998149999999995,0.91466528,0.04507168,31.139812,3.1642222,31.0376933333333,b2c11.pkl_cycle_456
-3.999981454545454,0.91466528,0.051190961,31.139812,3.1567836,31.121080000000074,b2c11.pkl_cycle_456
-3.999981454545454,0.91466528,0.051190961,31.173767,3.1567836,31.12108166666682,b2c11.pkl_cycle_456
-3.999877454545454,0.91466528,0.057316121,31.173767,3.1510911,31.204563333333258,b2c11.pkl_cycle_456
-3.999877454545454,0.91466528,0.057316121,31.274117,3.1510911,31.204565000000002,b2c11.pkl_cycle_456
-3.9998817272727267,0.91466528,0.06343355,31.283487,3.1460032,31.288048333333183,b2c11.pkl_cycle_456
-3.999763363636363,0.91466528,0.069550022,31.283487,3.1420379,31.371496666666644,b2c11.pkl_cycle_456
-3.999763363636363,0.91466528,0.069550022,31.364431,3.1420379,31.37149833333339,b2c11.pkl_cycle_456
-4.000059454545454,0.91466528,0.075666942,31.385059,3.1381583,31.454875000000175,b2c11.pkl_cycle_456
-4.000095454545455,0.91466528,0.081779607,31.421211,3.1347928,31.538216666666752,b2c11.pkl_cycle_456
-4.000422272727272,0.91466528,0.087885216,31.535572,3.1318994,31.621646666666493,b2c11.pkl_cycle_456
-4.000098454545454,0.91466528,0.094009466,31.52162,3.12923,31.70504166666651,b2c11.pkl_cycle_456
-4.0001643636363635,0.91466528,0.10012671,31.52162,3.1265798,31.78845666666651,b2c11.pkl_cycle_456
-4.0001643636363635,0.91466528,0.10012671,31.57708,3.1265798,31.788458333333256,b2c11.pkl_cycle_456
-3.999855272727272,0.91466528,0.10624403,31.57708,3.1243024,31.871866666666754,b2c11.pkl_cycle_456
-3.999855272727272,0.91466528,0.10624403,31.613941,3.1243024,31.871868333333502,b2c11.pkl_cycle_456
-3.999855272727272,0.91466528,0.11236472,31.716122,3.1221385,31.955248333333294,b2c11.pkl_cycle_456
-3.9997716363636364,0.91466528,0.11847818,31.716122,3.1199613,32.038641666666564,b2c11.pkl_cycle_456
-3.9997716363636364,0.91466528,0.11847818,31.747738,3.1199613,32.03864333333331,b2c11.pkl_cycle_456
-3.999804545454545,0.91466528,0.12459043,31.771181,3.1180739,32.12205333333356,b2c11.pkl_cycle_456
-3.9999905454545446,0.91466528,0.13071597,31.777842,3.1160846,32.20552333333326,b2c11.pkl_cycle_456
-4.000056454545454,0.91466528,0.13683653,31.825861,3.1141849,32.288993333333444,b2c11.pkl_cycle_456
-4.000237181818181,0.91466528,0.14294691,31.879101,3.1125054,32.372329999999785,b2c11.pkl_cycle_456
-4.000425727272727,0.91466528,0.14905971,31.925295,3.1106744,32.45572666666655,b2c11.pkl_cycle_456
-4.000102818181818,0.91466528,0.15517782,31.961782,3.1091495,32.53923499999995,b2c11.pkl_cycle_456
-3.9999579999999995,0.91466528,0.16130243,32.061943,3.107451,32.62268833333316,b2c11.pkl_cycle_456
-3.999945454545454,0.91466528,0.16742685,32.091869,3.1058917,32.70610333333316,b2c11.pkl_cycle_456
-4.000021363636363,0.91466528,0.17354009,32.091869,3.1042666,32.7895133333334,b2c11.pkl_cycle_456
-4.000021363636363,0.91466528,0.17354009,32.156105,3.1042666,32.78951500000015,b2c11.pkl_cycle_456
-4.000251909090909,0.91466528,0.17965309,32.183327,3.1027131,32.872928333333405,b2c11.pkl_cycle_456
-3.9999758181818184,0.91466528,0.18575969,32.190868,3.1012406,32.9563016666667,b2c11.pkl_cycle_456
-3.999937636363636,0.91466528,0.19189635,32.230381,3.0996327,33.03976833333339,b2c11.pkl_cycle_456
-3.999944181818181,0.91466528,0.19800906,32.285412,3.0982785,33.1232216666666,b2c11.pkl_cycle_456
-3.999926363636363,0.91466528,0.20412964,32.285412,3.0965409,33.206578333333404,b2c11.pkl_cycle_456
-3.999926363636363,0.91466528,0.20412964,32.325432,3.0965409,33.20658000000015,b2c11.pkl_cycle_456
-3.9998193636363633,0.91466528,0.2102395,32.360214,3.0952296,33.28995500000019,b2c11.pkl_cycle_456
-3.9999589090909087,0.91466528,0.21636218,32.366329,3.0934358,33.37342499999989,b2c11.pkl_cycle_456
-4.000005727272727,0.91466528,0.22247534,32.444595,3.092134,33.456841666666634,b2c11.pkl_cycle_456
-4.000319999999999,0.91466528,0.22859599,32.444595,3.0905499,33.54025499999989,b2c11.pkl_cycle_456
-4.000319999999999,0.91466528,0.22859599,32.516537,3.0905499,33.540256666666636,b2c11.pkl_cycle_456
-4.000054272727272,0.91466528,0.23471098,32.495583,3.0888953,33.62366166666664,b2c11.pkl_cycle_456
-4.000516363636363,0.91466528,0.24082288,32.508759,3.087666,33.70709333333313,b2c11.pkl_cycle_456
-4.000069,0.91466528,0.24694778,32.576866,3.0859942,33.79051166666662,b2c11.pkl_cycle_456
-4.000046909090909,0.91466528,0.25306952,32.679626,3.0844064,33.87395499999984,b2c11.pkl_cycle_456
-3.999955,0.91466528,0.25918463,32.680519,3.0828872,33.957393333333314,b2c11.pkl_cycle_456
-4.000215999999999,0.91466528,0.2652986,32.736732,3.0814061,34.040854999999766,b2c11.pkl_cycle_456
-3.9996892727272724,0.91466528,0.27141798,32.736732,3.0797276,34.12424333333329,b2c11.pkl_cycle_456
-3.9996892727272724,0.91466528,0.27141798,32.747715,3.0797276,34.12424500000004,b2c11.pkl_cycle_456
-4.000118818181818,0.91466528,0.2775403,32.747715,3.0782371,34.20773666666646,b2c11.pkl_cycle_456
-4.000118818181818,0.91466528,0.2775403,32.803925,3.0782371,34.207738333333204,b2c11.pkl_cycle_456
-4.000804181818181,0.91466528,0.28366256,32.845936,3.0766702,34.29117000000018,b2c11.pkl_cycle_456
-3.999992727272727,0.91466528,0.28977692,32.863712,3.0749135,34.37463999999988,b2c11.pkl_cycle_456
-4.000022636363636,0.91466528,0.29590854,32.876869,3.0735164,34.458114999999815,b2c11.pkl_cycle_456
-4.0001526363636355,0.91466528,0.30202755,32.966782,3.0718465,34.54158833333349,b2c11.pkl_cycle_456
-4.000085909090909,0.91466528,0.30813998,32.966782,3.0701509,34.624968333333285,b2c11.pkl_cycle_456
-4.000085909090909,0.91466528,0.30813998,32.975208,3.0701509,34.62497000000003,b2c11.pkl_cycle_456
-4.000111454545455,0.91466528,0.31425595,32.975208,3.0684552,34.70831166666661,b2c11.pkl_cycle_456
-4.000111454545455,0.91466528,0.31425595,32.977013,3.0684552,34.70831333333335,b2c11.pkl_cycle_456
-4.000345181818182,0.91466528,0.32037011,32.977013,3.0667787,34.79168833333339,b2c11.pkl_cycle_456
-4.000345181818182,0.91466528,0.32037011,33.010838,3.0667787,34.79169000000014,b2c11.pkl_cycle_456
-3.999858363636364,0.91466528,0.32648221,33.010838,3.0650849,34.87502333333347,b2c11.pkl_cycle_456
-3.999858363636364,0.91466528,0.32648221,33.065613,3.0650849,34.875025000000214,b2c11.pkl_cycle_456
-3.999817181818182,0.91466528,0.3325876,33.065613,3.0634046,34.95837500000004,b2c11.pkl_cycle_456
-3.999817181818182,0.91466528,0.3325876,33.129322,3.0634046,34.95837666666679,b2c11.pkl_cycle_456
-4.000110181818181,0.91466528,0.3387045,33.148949,3.0617547,35.04174166666683,b2c11.pkl_cycle_456
-3.999974909090909,0.91466528,0.34482339,33.148949,3.0598083,35.12513999999986,b2c11.pkl_cycle_456
-3.999974909090909,0.91466528,0.34482339,33.190327,3.0598083,35.12514166666661,b2c11.pkl_cycle_456
-3.9998679090909084,0.91466528,0.35093707,33.21357,3.0581365,35.208553333333114,b2c11.pkl_cycle_456
-4.000217272727272,0.91466528,0.35705027,33.2285,3.0561118,35.29200500000006,b2c11.pkl_cycle_456
-3.9999719090909087,0.91466528,0.36317095,33.25351,3.054379,35.37546666666652,b2c11.pkl_cycle_456
-4.00019909090909,0.91466528,0.36929139,33.25351,3.0526156,35.458900000000234,b2c11.pkl_cycle_456
-4.00019909090909,0.91466528,0.36929139,33.322803,3.0526156,35.4589016666665,b2c11.pkl_cycle_456
-4.000101999999999,0.91466528,0.37541589,33.322803,3.0506301,35.54231333333349,b2c11.pkl_cycle_456
-4.000101999999999,0.91466528,0.37541589,33.322433,3.0506301,35.54231500000024,b2c11.pkl_cycle_456
-3.9999463636363632,0.91466528,0.38152644,33.383812,3.0485711,35.625778333333436,b2c11.pkl_cycle_456
-4.000079454545454,0.91466528,0.38765001,33.341713,3.0468087,35.70919333333344,b2c11.pkl_cycle_456
-4.000120999999999,0.91466528,0.39376709,33.341713,3.0446944,35.792641666666896,b2c11.pkl_cycle_456
-4.000120999999999,0.91466528,0.39376709,33.450375,3.0446944,35.79264333333315,b2c11.pkl_cycle_456
-4.0000659999999995,0.91466528,0.39988059,33.450375,3.0428033,35.87601833333319,b2c11.pkl_cycle_456
-4.0000659999999995,0.91466528,0.39988059,33.488522,3.0428033,35.87601999999994,b2c11.pkl_cycle_456
-3.999979272727273,0.91466528,0.40599984,33.513519,3.0405812,35.9594200000002,b2c11.pkl_cycle_456
-3.9999528181818174,0.91466528,0.41211683,33.513519,3.0384469,36.0427833333335,b2c11.pkl_cycle_456
-3.9999528181818174,0.91466528,0.41211683,33.58152,3.0384469,36.04278499999976,b2c11.pkl_cycle_456
-4.000251090909091,0.91466528,0.41822904,33.58152,3.0362735,36.126280000000165,b2c11.pkl_cycle_456
-4.000251090909091,0.91466528,0.41822904,33.5522,3.0362735,36.12628166666691,b2c11.pkl_cycle_456
-4.00003,0.91466528,0.42434576,33.668205,3.0340714,36.209626666666495,b2c11.pkl_cycle_456
-3.9999389999999995,0.91466528,0.4304685,33.611355,3.0317178,36.293088333333436,b2c11.pkl_cycle_456
-3.999955,0.91466528,0.4365744,33.665688,3.0293641,36.376428333333266,b2c11.pkl_cycle_456
-4.000221636363636,0.91466528,0.44268608,33.644279,3.0268683,36.45978166666658,b2c11.pkl_cycle_456
-4.000137909090909,0.91466528,0.44880441,33.754536,3.0244498,36.543151666666866,b2c11.pkl_cycle_456
-3.9999359090909086,0.91466528,0.45492399,33.778259,3.0218339,36.62655666666687,b2c11.pkl_cycle_456
-3.999809818181818,0.91466528,0.4610303,33.778259,3.0193181,36.70992333333319,b2c11.pkl_cycle_456
-3.999809818181818,0.91466528,0.4610303,33.847828,3.0193181,36.70992499999993,b2c11.pkl_cycle_456
-4.000372909090909,0.91466528,0.46715349,33.833431,3.0165238,36.79327,b2c11.pkl_cycle_456
-3.999961090909091,0.91466528,0.47326425,33.833431,3.0136104,36.87671499999997,b2c11.pkl_cycle_456
-3.999961090909091,0.91466528,0.47326425,33.947254,3.0136104,36.87671666666672,b2c11.pkl_cycle_456
-3.999713545454545,0.91466528,0.47938123,33.947254,3.0109334,36.96012833333322,b2c11.pkl_cycle_456
-3.999713545454545,0.91466528,0.47938123,33.960903,3.0109334,36.960129999999964,b2c11.pkl_cycle_456
-4.000087181818182,0.91466528,0.48549911,34.025234,3.0079894,37.043554999999955,b2c11.pkl_cycle_456
-3.9998942727272726,0.91466528,0.49162108,34.025234,3.0048718,37.12696666666646,b2c11.pkl_cycle_456
-3.9998942727272726,0.91466528,0.49162108,34.04446,3.0048718,37.12696833333321,b2c11.pkl_cycle_456
-3.999809818181818,0.91466528,0.49772969,34.103069,3.0017791,37.2103283333335,b2c11.pkl_cycle_456
-3.9997495454545446,0.91466528,0.50383943,34.055077,2.9983907,37.293741666666754,b2c11.pkl_cycle_456
-4.000287090909091,0.91466528,0.50996798,34.19252,2.9950414,37.377220000000186,b2c11.pkl_cycle_456
-3.9990906363636363,0.91466528,0.51608938,34.19252,2.9916415,37.460646666666435,b2c11.pkl_cycle_456
-3.9990906363636363,0.91466528,0.51608938,34.199902,2.9916415,37.46064833333318,b2c11.pkl_cycle_456
-3.999775090909091,0.91466528,0.52220684,34.219631,2.9879766,37.54399666666674,b2c11.pkl_cycle_456
-3.9996394545454543,0.91466528,0.52831626,34.219631,2.9842467,37.627380000000024,b2c11.pkl_cycle_456
-3.9996394545454543,0.91466528,0.52831626,34.289673,2.9842467,37.62738166666677,b2c11.pkl_cycle_456
-4.000105,0.91466528,0.53442699,34.321293,2.9803824,37.710788333333525,b2c11.pkl_cycle_456
-4.000224636363636,0.91466528,0.54055578,34.336563,2.9763713,37.79425500000022,b2c11.pkl_cycle_456
-4.00001309090909,0.91466528,0.54666716,34.408737,2.9721951,37.87761999999978,b2c11.pkl_cycle_456
-3.9999579999999995,0.91466528,0.55278558,34.404823,2.9680009,37.96104833333326,b2c11.pkl_cycle_456
-4.00012709090909,0.91466528,0.55889845,34.404823,2.9634318,38.044459999999766,b2c11.pkl_cycle_456
-4.00012709090909,0.91466528,0.55889845,34.512878,2.9634318,38.044461666666514,b2c11.pkl_cycle_456
-3.9996966363636357,0.91466528,0.56501442,34.523849,2.9587646,38.127844999999795,b2c11.pkl_cycle_456
-3.999499818181818,0.91466528,0.57113212,34.542545,2.9538407,38.211235000000066,b2c11.pkl_cycle_456
-4.000195181818182,0.91466528,0.57724547,34.614853,2.9484839,38.29458166666688,b2c11.pkl_cycle_456
-3.9999168181818177,0.91466528,0.58336353,34.614853,2.9430976,38.37802166666661,b2c11.pkl_cycle_456
